method,profile_type,T0,run_id,seed,hv,pareto_size,pareto_feas,f1_interest_mean,cog_gap_mean,f3_coherence_mean,feasible_ratio,runtime_sec
NSGA2_std,scholar,600,30,72,0.070533,100,100,0.666572,0.097979,0.142350,1.000000,1.539534
NSGA2_std,tourist,300,1,43,0.049935,100,100,0.447214,0.008000,0.160615,1.000000,1.342943
NSGA2_std,tourist,300,2,44,0.048620,100,100,0.447214,0.007275,0.216657,1.000000,2.025047
NSGA2_std,tourist,300,3,45,0.047023,100,100,0.447214,0.015500,0.190586,1.000000,1.949520
NSGA2_std,tourist,300,4,46,0.054547,100,100,0.447214,0.022125,0.214477,1.000000,1.998288
NSGA2_std,tourist,300,5,47,0.043751,100,100,0.447214,0.053250,0.192189,1.000000,1.588476
NSGA2_std,tourist,300,6,48,0.054923,100,100,0.447214,0.010875,0.224765,1.000000,1.359455
NSGA2_std,tourist,300,7,49,0.058573,100,100,0.447214,0.011750,0.216527,1.000000,2.314038
NSGA2_std,tourist,300,8,50,0.049560,100,100,0.447214,0.000375,0.178824,1.000000,1.273613
NSGA2_std,tourist,300,9,51,0.041866,100,100,0.447214,0.011175,0.183756,1.000000,1.248776
NSGA2_std,tourist,300,10,52,0.054457,100,100,0.447214,0.029025,0.226963,1.000000,2.582965
NSGA2_std,tourist,300,11,53,0.064645,100,100,0.447214,0.002650,0.233684,1.000000,1.482186
NSGA2_std,tourist,300,12,54,0.054277,100,100,0.447214,0.013650,0.240488,1.000000,1.627053
NSGA2_std,tourist,300,13,55,0.049689,100,100,0.447214,0.062575,0.191991,1.000000,2.693974
NSGA2_std,tourist,300,14,56,0.058807,100,100,0.447214,0.039750,0.261939,1.000000,2.104466
NSGA2_std,tourist,300,15,57,0.046696,100,100,0.447214,0.000000,0.208831,1.000000,1.324289
NSGA2_std,tourist,300,16,58,0.064565,100,100,0.447214,0.011225,0.280863,1.000000,1.628995
NSGA2_std,tourist,300,17,59,0.053492,100,100,0.447214,0.009400,0.185505,1.000000,1.883297
NSGA2_std,tourist,300,18,60,0.044430,100,100,0.447214,0.030175,0.184375,1.000000,2.489159
NSGA2_std,tourist,300,19,61,0.065898,100,100,0.447214,0.013850,0.273702,1.000000,1.238933
NSGA2_std,tourist,300,20,62,0.043601,100,100,0.447214,0.074450,0.197971,1.000000,1.348239
NSGA2_std,tourist,300,21,63,0.050218,100,100,0.447214,0.060750,0.224379,1.000000,1.423770
NSGA2_std,tourist,300,22,64,0.048059,100,100,0.447214,0.006000,0.187400,1.000000,1.416770
NSGA2_std,tourist,300,23,65,0.064745,100,100,0.447214,0.010850,0.282913,1.000000,1.314427
NSGA2_std,tourist,300,24,66,0.054710,100,100,0.447214,0.002875,0.167361,1.000000,1.564294
NSGA2_std,tourist,300,25,67,0.064660,100,100,0.447214,0.016700,0.278211,1.000000,1.340419
NSGA2_std,tourist,300,26,68,0.047200,100,100,0.447214,0.000675,0.139802,1.000000,4.394481
NSGA2_std,tourist,300,27,69,0.057621,100,100,0.447214,0.024850,0.233279,1.000000,1.999575
NSGA2_std,tourist,300,28,70,0.059239,100,100,0.447214,0.074850,0.264168,1.000000,1.643939
NSGA2_std,tourist,300,29,71,0.065879,100,100,0.447214,0.022450,0.273488,1.000000,2.900399
NSGA2_std,tourist,300,30,72,0.054889,100,100,0.447214,0.031925,0.234378,1.000000,1.756081
NSGA2_std,tourist,600,1,43,0.041325,100,100,0.447214,0.003250,0.180469,1.000000,1.385688
NSGA2_std,tourist,600,2,44,0.047459,100,100,0.447214,0.002275,0.207644,1.000000,1.735266
NSGA2_std,tourist,600,3,45,0.052542,100,100,0.447214,0.014625,0.234005,1.000000,1.929971
NSGA2_std,tourist,600,4,46,0.040893,100,100,0.447214,0.003675,0.182825,1.000000,1.522374
NSGA2_std,tourist,600,5,47,0.040062,100,100,0.447214,0.000425,0.158693,1.000000,1.994019
NSGA2_std,tourist,600,6,48,0.050210,100,100,0.447214,0.000100,0.204642,1.000000,1.346267
NSGA2_std,tourist,600,7,49,0.052408,100,100,0.447214,0.000000,0.234377,1.000000,1.776876
NSGA2_std,tourist,600,8,50,0.045655,100,100,0.447214,0.024000,0.199526,1.000000,1.556937
NSGA2_std,tourist,600,9,51,0.043460,100,100,0.447214,0.004475,0.180902,1.000000,1.296036
NSGA2_std,tourist,600,10,52,0.045922,100,100,0.447214,0.000075,0.138713,1.000000,1.434399
NSGA2_std,tourist,600,11,53,0.043303,100,100,0.447214,0.000750,0.181086,1.000000,1.403487
NSGA2_std,tourist,600,12,54,0.037213,100,100,0.447214,0.008571,0.140951,1.000000,1.539769
NSGA2_std,tourist,600,13,55,0.047941,100,100,0.447214,0.001412,0.182296,1.000000,1.798754
NSGA2_std,tourist,600,14,56,0.052336,100,100,0.447214,0.009237,0.213466,1.000000,1.319566
NSGA2_std,tourist,600,15,57,0.047595,100,100,0.447214,0.010175,0.210871,1.000000,1.504283
NSGA2_std,tourist,600,16,58,0.052863,100,100,0.447214,0.002375,0.210398,1.000000,1.728362
NSGA2_std,tourist,600,17,59,0.046999,100,100,0.447214,0.003337,0.153565,1.000000,1.705553
NSGA2_std,tourist,600,18,60,0.042822,100,100,0.447214,0.006125,0.189088,1.000000,1.532496
NSGA2_std,tourist,600,19,61,0.046283,100,100,0.447214,0.000000,0.206985,1.000000,1.607356
NSGA2_std,tourist,600,20,62,0.052743,100,100,0.447214,0.001175,0.183228,1.000000,1.371446
NSGA2_std,tourist,600,21,63,0.039740,100,100,0.447214,0.001200,0.176102,1.000000,1.451911
NSGA2_std,tourist,600,22,64,0.039114,100,100,0.447214,0.019738,0.171048,1.000000,1.412614
NSGA2_std,tourist,600,23,65,0.040674,100,100,0.447214,0.000000,0.181899,1.000000,1.388082
NSGA2_std,tourist,600,24,66,0.043873,100,100,0.447214,0.010250,0.172081,1.000000,2.433752
NSGA2_std,tourist,600,25,67,0.050195,100,100,0.447214,0.002913,0.194355,1.000000,1.380815
NSGA2_std,tourist,600,26,68,0.046576,100,100,0.447214,0.028212,0.207554,1.000000,1.610330
NSGA2_std,tourist,600,27,69,0.041936,100,100,0.447214,0.001079,0.159099,1.000000,1.627482
NSGA2_std,tourist,600,28,70,0.046878,100,100,0.447214,0.051825,0.209332,1.000000,1.914244
NSGA2_std,tourist,600,29,71,0.050269,100,100,0.447214,0.009125,0.220388,1.000000,1.565979
NSGA2_std,tourist,600,30,72,0.039379,100,100,0.447214,0.001212,0.175493,1.000000,1.345207
NSGA2_std,senior,300,1,43,0.066031,100,100,0.607421,0.009775,0.169134,1.000000,2.753982
NSGA2_std,senior,300,2,44,0.068833,100,100,0.471048,0.020325,0.184055,1.000000,2.386559
NSGA2_std,senior,300,3,45,0.072470,100,100,0.517823,0.048500,0.199088,1.000000,3.320577
NSGA2_std,senior,300,4,46,0.069745,100,100,0.523093,0.032400,0.195086,1.000000,2.201069
NSGA2_std,senior,300,5,47,0.067565,100,100,0.587327,0.048350,0.162281,1.000000,3.176603
NSGA2_std,senior,300,6,48,0.076492,100,100,0.539564,0.038800,0.177411,1.000000,4.028820
NSGA2_std,senior,300,7,49,0.075248,100,100,0.485541,0.036050,0.182890,1.000000,4.114857
NSGA2_std,senior,300,8,50,0.069702,100,100,0.457871,0.052575,0.206451,1.000000,1.973713
NSGA2_std,senior,300,9,51,0.086996,100,100,0.432837,0.023125,0.262227,1.000000,1.841325
NSGA2_std,senior,300,10,52,0.085928,100,100,0.413731,0.011325,0.236647,1.000000,2.059979
NSGA2_std,senior,300,11,53,0.067408,100,100,0.595562,0.019150,0.168434,1.000000,3.312186
NSGA2_std,senior,300,12,54,0.073233,100,100,0.461495,0.037900,0.219848,1.000000,2.440426
NSGA2_std,senior,300,13,55,0.070603,100,100,0.407143,0.019225,0.201103,1.000000,4.815076
NSGA2_std,senior,300,14,56,0.086633,100,100,0.503329,0.030550,0.218661,1.000000,3.459091
NSGA2_std,senior,300,15,57,0.075394,100,100,0.541211,0.087425,0.209644,1.000000,4.165313
NSGA2_std,senior,300,16,58,0.072468,100,100,0.483236,0.021975,0.206573,1.000000,2.647803
NSGA2_std,senior,300,17,59,0.069265,100,100,0.564269,0.036400,0.205896,1.000000,4.186440
NSGA2_std,senior,300,18,60,0.074498,100,100,0.294817,0.037475,0.243196,1.000000,2.409380
NSGA2_std,senior,300,19,61,0.073392,100,100,0.569869,0.060375,0.190487,1.000000,5.462317
NSGA2_std,senior,300,20,62,0.086675,100,100,0.402202,0.032600,0.255859,1.000000,3.093555
NSGA2_std,senior,300,21,63,0.072745,100,100,0.468412,0.042125,0.220924,1.000000,2.875491
NSGA2_std,senior,300,22,64,0.067031,100,100,0.595562,0.016000,0.195989,1.000000,2.218402
NSGA2_std,senior,300,23,65,0.088458,100,100,0.458201,0.017300,0.247405,1.000000,3.308352
NSGA2_std,senior,300,24,66,0.059725,100,100,0.602809,0.007875,0.154517,1.000000,1.703228
NSGA2_std,senior,300,25,67,0.085077,100,100,0.440742,0.011375,0.257233,1.000000,1.919244
NSGA2_std,senior,300,26,68,0.072782,100,100,0.519470,0.042800,0.190838,1.000000,3.425905
NSGA2_std,senior,300,27,69,0.067718,100,100,0.369591,0.023800,0.212128,1.000000,1.897753
NSGA2_std,senior,300,28,70,0.082696,100,100,0.589962,0.018325,0.192569,1.000000,2.150487
NSGA2_std,senior,300,29,71,0.085116,100,100,0.435472,0.011975,0.261806,1.000000,1.726233
NSGA2_std,senior,300,30,72,0.075652,100,100,0.483236,0.098950,0.230855,1.000000,4.871810
NSGA2_std,senior,600,1,43,0.066035,100,100,0.556528,0.019488,0.191181,1.000000,6.553641
NSGA2_std,senior,600,2,44,0.061310,100,100,0.523423,0.021338,0.179357,1.000000,4.900176
NSGA2_std,senior,600,3,45,0.060603,100,100,0.555704,0.006213,0.175532,1.000000,5.667323
NSGA2_std,senior,600,4,46,0.073154,100,100,0.550763,0.025150,0.191335,1.000000,4.516464
NSGA2_std,senior,600,5,47,0.066854,100,100,0.578433,0.026275,0.178604,1.000000,7.551050
NSGA2_std,senior,600,6,48,0.068257,100,100,0.561634,0.017575,0.186711,1.000000,3.567924
NSGA2_std,senior,600,7,49,0.065135,100,100,0.568716,0.033263,0.181674,1.000000,7.437494
NSGA2_std,senior,600,8,50,0.068202,100,100,0.545987,0.025725,0.190325,1.000000,4.259702
NSGA2_std,senior,600,9,51,0.074481,100,100,0.547634,0.018875,0.190707,1.000000,5.634811
NSGA2_std,senior,600,10,52,0.065980,100,100,0.537752,0.016338,0.174510,1.000000,3.477273
NSGA2_std,senior,600,11,53,0.064740,100,100,0.551257,0.020463,0.169802,1.000000,2.218073
NSGA2_std,senior,600,12,54,0.061164,100,100,0.541375,0.010663,0.171877,1.000000,6.290209
NSGA2_std,senior,600,13,55,0.063309,100,100,0.529187,0.011225,0.179276,1.000000,3.082011
NSGA2_std,senior,600,14,56,0.065599,100,100,0.566245,0.011950,0.170973,1.000000,2.844479
NSGA2_std,senior,600,15,57,0.069914,100,100,0.552905,0.025488,0.180998,1.000000,6.668327
NSGA2_std,senior,600,16,58,0.070928,100,100,0.591774,0.009350,0.169120,1.000000,6.141775
NSGA2_std,senior,600,17,59,0.065094,100,100,0.569704,0.018075,0.181143,1.000000,4.676379
NSGA2_std,senior,600,18,60,0.063268,100,100,0.548952,0.021300,0.180197,1.000000,4.767844
NSGA2_std,senior,600,19,61,0.052773,100,100,0.547469,0.010400,0.146682,1.000000,5.535581
NSGA2_std,senior,600,20,62,0.065730,100,100,0.543516,0.017250,0.182877,1.000000,2.773654
NSGA2_std,senior,600,21,63,0.056655,100,100,0.541705,0.020913,0.154792,1.000000,3.366397
NSGA2_std,senior,600,22,64,0.064896,100,100,0.555540,0.020263,0.171161,1.000000,2.872591
NSGA2_std,senior,600,23,65,0.060800,100,100,0.565257,0.006038,0.165484,1.000000,5.026945
NSGA2_std,senior,600,24,66,0.074679,100,100,0.510576,0.019788,0.212347,1.000000,5.079829
NSGA2_std,senior,600,25,67,0.059187,100,100,0.565422,0.013375,0.173901,1.000000,3.657559
NSGA2_std,senior,600,26,68,0.062507,100,100,0.559163,0.005138,0.176000,1.000000,3.375270
NSGA2_std,senior,600,27,69,0.066965,100,100,0.562457,0.020813,0.172094,1.000000,5.312820
NSGA2_std,senior,600,28,70,0.065019,100,100,0.548128,0.022600,0.178865,1.000000,3.642348
NSGA2_std,senior,600,29,71,0.064510,100,100,0.568057,0.037525,0.166165,1.000000,5.534793
NSGA2_std,senior,600,30,72,0.060222,100,100,0.587821,0.010713,0.169672,1.000000,2.084243
MOEAD_std,child,300,1,43,0.071190,100,16,0.578207,0.032187,0.182897,0.160000,2.567929
MOEAD_std,child,300,2,44,0.067649,100,33,0.569614,0.015076,0.211514,0.330000,2.599142
MOEAD_std,child,300,3,45,0.089612,91,26,0.515599,0.034615,0.253146,0.285714,2.530452
MOEAD_std,child,300,4,46,0.060180,100,10,0.618719,0.007500,0.197493,0.100000,2.597654
MOEAD_std,child,300,5,47,0.055710,100,4,0.618719,0.007500,0.182824,0.040000,2.607518
MOEAD_std,child,300,6,48,0.071036,100,10,0.583363,0.013000,0.211159,0.100000,2.585106
MOEAD_std,child,300,7,49,0.071816,100,19,0.614842,0.052105,0.164681,0.190000,2.540060
MOEAD_std,child,300,8,50,0.071872,100,13,0.532030,0.007115,0.222124,0.130000,2.556992
MOEAD_std,child,300,9,51,0.065562,93,9,0.599077,0.062500,0.156359,0.096774,2.563174
MOEAD_std,child,300,10,52,0.071309,98,11,0.593943,0.042955,0.195361,0.112245,2.566925
MOEAD_std,child,300,11,53,0.071313,100,14,0.628189,0.053036,0.146312,0.140000,2.581681
MOEAD_std,child,300,12,54,0.047883,98,12,0.654319,0.079167,0.152654,0.122449,2.563437
MOEAD_std,child,300,13,55,0.057669,100,4,0.530330,0.047500,0.240313,0.040000,2.596688
MOEAD_std,child,300,14,56,0.052264,96,12,0.654319,0.060625,0.135863,0.125000,2.563197
MOEAD_std,child,300,15,57,0.073170,100,7,0.593465,0.043571,0.200935,0.070000,2.556773
MOEAD_std,child,300,16,58,0.067202,100,21,0.636957,0.052381,0.155069,0.210000,2.551145
MOEAD_std,child,300,17,59,0.070892,97,19,0.589643,0.032895,0.182810,0.195876,2.587538
MOEAD_std,child,300,18,60,0.067662,100,15,0.568632,0.052000,0.199017,0.150000,2.581696
MOEAD_std,child,300,19,61,0.074575,100,10,0.610616,0.017750,0.187696,0.100000,2.586175
MOEAD_std,child,300,20,62,0.069595,94,71,0.589048,0.020176,0.194611,0.755319,2.519382
MOEAD_std,child,300,21,63,0.053729,100,9,0.670278,0.097500,0.087974,0.090000,2.572790
MOEAD_std,child,300,22,64,0.068811,98,16,0.607670,0.032188,0.163025,0.163265,2.585765
MOEAD_std,child,300,23,65,0.068122,100,11,0.586577,0.042273,0.182233,0.110000,2.586799
MOEAD_std,child,300,24,66,0.064699,93,11,0.658895,0.090909,0.099325,0.118280,2.565916
MOEAD_std,child,300,25,67,0.060760,100,4,0.574524,0.003750,0.171722,0.040000,2.601970
MOEAD_std,child,300,26,68,0.072603,100,14,0.617666,0.043929,0.153533,0.140000,2.555539
MOEAD_std,child,300,27,69,0.040730,100,5,0.670278,0.090000,0.096136,0.050000,2.583497
MOEAD_std,child,300,28,70,0.074489,100,27,0.615445,0.032778,0.174141,0.270000,2.540347
MOEAD_std,child,300,29,71,0.074163,100,25,0.517956,0.035500,0.254812,0.250000,2.572679
MOEAD_std,child,300,30,72,0.074950,93,34,0.587523,0.029485,0.174661,0.365591,2.538851
MOEAD_std,child,600,1,43,0.068252,100,74,0.588708,0.021233,0.200831,0.740000,2.537565
MOEAD_std,child,600,2,44,0.059099,99,32,0.589371,0.021133,0.193198,0.323232,2.616641
MOEAD_std,child,600,3,45,0.067259,100,59,0.571029,0.024936,0.206145,0.590000,2.636671
MOEAD_std,child,600,4,46,0.050852,99,13,0.607387,0.037308,0.168520,0.131313,2.620597
MOEAD_std,child,600,5,47,0.066658,100,51,0.586295,0.034706,0.192193,0.510000,2.591340
MOEAD_std,child,600,6,48,0.066736,100,73,0.559087,0.020908,0.196095,0.730000,2.534901
MOEAD_std,child,600,7,49,0.059404,98,47,0.596543,0.031755,0.178711,0.479592,2.583126
MOEAD_std,child,600,8,50,0.063878,100,53,0.593564,0.023255,0.192616,0.530000,2.569824
MOEAD_std,child,600,9,51,0.062843,100,48,0.601762,0.032839,0.184968,0.480000,2.532529
MOEAD_std,child,600,10,52,0.066318,94,39,0.589822,0.033686,0.197403,0.414894,2.604730
MOEAD_std,child,600,11,53,0.063703,95,44,0.594947,0.030824,0.195267,0.463158,2.577298
MOEAD_std,child,600,12,54,0.070600,100,53,0.566603,0.022948,0.215093,0.530000,2.562797
MOEAD_std,child,600,13,55,0.062901,95,11,0.554771,0.033523,0.187587,0.115789,2.556313
MOEAD_std,child,600,14,56,0.071033,100,46,0.572923,0.026957,0.211773,0.460000,2.558234
MOEAD_std,child,600,15,57,0.069169,93,40,0.547547,0.034938,0.207054,0.430108,2.607559
MOEAD_std,child,600,16,58,0.069766,98,70,0.572052,0.015911,0.209061,0.714286,2.524747
MOEAD_std,child,600,17,59,0.070603,100,52,0.561564,0.026250,0.210836,0.520000,2.567963
MOEAD_std,child,600,18,60,0.064863,99,63,0.583527,0.020556,0.199209,0.636364,2.548914
MOEAD_std,child,600,19,61,0.068821,97,49,0.583017,0.023980,0.202466,0.505155,2.559962
MOEAD_std,child,600,20,62,0.067986,99,38,0.590128,0.029572,0.195162,0.383838,2.603744
MOEAD_std,child,600,21,63,0.065694,100,53,0.588491,0.031297,0.187898,0.530000,2.572408
MOEAD_std,child,600,22,64,0.065905,100,44,0.581472,0.028835,0.200812,0.440000,2.586779
MOEAD_std,child,600,23,65,0.060312,99,52,0.577711,0.015433,0.198692,0.525253,2.618867
MOEAD_std,child,600,24,66,0.058826,99,25,0.592939,0.029450,0.174954,0.252525,2.620967
MOEAD_std,child,600,25,67,0.059066,100,43,0.587971,0.016570,0.174558,0.430000,2.555631
MOEAD_std,child,600,26,68,0.067311,96,50,0.582553,0.027450,0.191132,0.520833,2.564741
MOEAD_std,child,600,27,69,0.054103,100,38,0.584507,0.027632,0.168816,0.380000,2.603281
MOEAD_std,child,600,28,70,0.074340,66,23,0.573403,0.026413,0.188943,0.348485,2.568032
MOEAD_std,child,600,29,71,0.074404,98,68,0.558872,0.026857,0.222634,0.693878,2.549128
MOEAD_std,child,600,30,72,0.065546,92,44,0.588419,0.021477,0.201299,0.478261,2.544464
MOEAD_std,scholar,300,1,43,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.450814
MOEAD_std,scholar,300,2,44,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.523227
MOEAD_std,scholar,300,3,45,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.453571
MOEAD_std,scholar,300,4,46,0.000000,79,0,0.000000,0.000000,0.000000,0.000000,2.509443
MOEAD_std,scholar,300,5,47,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.441446
MOEAD_std,scholar,300,6,48,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.580023
MOEAD_std,scholar,300,7,49,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.437916
MOEAD_std,scholar,300,8,50,0.000000,30,0,0.000000,0.000000,0.000000,0.000000,2.405943
MOEAD_std,scholar,300,9,51,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.438330
MOEAD_std,scholar,300,10,52,0.000000,97,0,0.000000,0.000000,0.000000,0.000000,2.484458
MOEAD_std,scholar,300,11,53,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.465826
MOEAD_std,scholar,300,12,54,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.433839
MOEAD_std,scholar,300,13,55,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.422551
MOEAD_std,scholar,300,14,56,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.430038
MOEAD_std,scholar,300,15,57,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.452642
MOEAD_std,scholar,300,16,58,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.420033
MOEAD_std,scholar,300,17,59,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.600502
MOEAD_std,scholar,300,18,60,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.591857
MOEAD_std,scholar,300,19,61,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.504074
MOEAD_std,scholar,300,20,62,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.441554
MOEAD_std,scholar,300,21,63,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.557259
MOEAD_std,scholar,300,22,64,0.000000,97,0,0.000000,0.000000,0.000000,0.000000,2.531113
MOEAD_std,scholar,300,23,65,0.000000,97,0,0.000000,0.000000,0.000000,0.000000,2.585362
MOEAD_std,scholar,300,24,66,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.575586
MOEAD_std,scholar,300,25,67,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.446069
MOEAD_std,scholar,300,26,68,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.536170
MOEAD_std,scholar,300,27,69,0.000000,91,0,0.000000,0.000000,0.000000,0.000000,2.451269
MOEAD_std,scholar,300,28,70,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.451656
MOEAD_std,scholar,300,29,71,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.575680
MOEAD_std,scholar,300,30,72,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.466877
MOEAD_std,scholar,600,1,43,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.635504
MOEAD_std,scholar,600,2,44,0.000000,98,0,0.000000,0.000000,0.000000,0.000000,2.639240
MOEAD_std,scholar,600,3,45,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.649920
MOEAD_std,scholar,600,4,46,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.648479
MOEAD_std,scholar,600,5,47,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.656543
MOEAD_std,scholar,600,6,48,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.664227
MOEAD_std,scholar,600,7,49,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.656290
MOEAD_std,scholar,600,8,50,0.000000,93,0,0.000000,0.000000,0.000000,0.000000,2.653974
MOEAD_std,scholar,600,9,51,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.636459
MOEAD_std,scholar,600,10,52,0.000000,93,0,0.000000,0.000000,0.000000,0.000000,2.642189
MOEAD_std,scholar,600,11,53,0.000000,88,0,0.000000,0.000000,0.000000,0.000000,2.653187
MOEAD_std,scholar,600,12,54,0.000000,94,0,0.000000,0.000000,0.000000,0.000000,2.631138
MOEAD_std,scholar,600,13,55,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.639504
MOEAD_std,scholar,600,14,56,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.653477
MOEAD_std,scholar,600,15,57,0.000000,97,0,0.000000,0.000000,0.000000,0.000000,2.653554
MOEAD_std,scholar,600,16,58,0.000000,91,0,0.000000,0.000000,0.000000,0.000000,2.653118
MOEAD_std,scholar,600,17,59,0.000000,96,0,0.000000,0.000000,0.000000,0.000000,2.657858
MOEAD_std,scholar,600,18,60,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.644505
MOEAD_std,scholar,600,19,61,0.000000,88,0,0.000000,0.000000,0.000000,0.000000,2.642354
MOEAD_std,scholar,600,20,62,0.000000,93,0,0.000000,0.000000,0.000000,0.000000,2.624230
MOEAD_std,scholar,600,21,63,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.622352
MOEAD_std,scholar,600,22,64,0.000000,95,0,0.000000,0.000000,0.000000,0.000000,2.648822
MOEAD_std,scholar,600,23,65,0.000000,99,0,0.000000,0.000000,0.000000,0.000000,2.621220
MOEAD_std,scholar,600,24,66,0.000000,93,0,0.000000,0.000000,0.000000,0.000000,2.665344
MOEAD_std,scholar,600,25,67,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.675050
MOEAD_std,scholar,600,26,68,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.681958
MOEAD_std,scholar,600,27,69,0.000000,98,0,0.000000,0.000000,0.000000,0.000000,2.653838
MOEAD_std,scholar,600,28,70,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.660343
MOEAD_std,scholar,600,29,71,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.649226
MOEAD_std,scholar,600,30,72,0.000000,92,0,0.000000,0.000000,0.000000,0.000000,2.662617
MOEAD_std,tourist,300,1,43,0.054172,100,93,0.447214,0.009301,0.230261,0.930000,2.451015
MOEAD_std,tourist,300,2,44,0.064727,100,49,0.447214,0.010663,0.282729,0.490000,2.441684
MOEAD_std,tourist,300,3,45,0.047129,93,86,0.447214,0.018343,0.196828,0.924731,2.440258
MOEAD_std,tourist,300,4,46,0.035675,99,2,0.447214,0.000000,0.159541,0.020202,2.418572
MOEAD_std,tourist,300,5,47,0.051949,100,61,0.447214,0.042910,0.211933,0.610000,2.453766
MOEAD_std,tourist,300,6,48,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.451518
MOEAD_std,tourist,300,7,49,0.063307,100,97,0.447214,0.041907,0.255148,0.970000,2.427214
MOEAD_std,tourist,300,8,50,0.036752,100,9,0.447214,0.137500,0.226704,0.090000,2.534286
MOEAD_std,tourist,300,9,51,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.451552
MOEAD_std,tourist,300,10,52,0.045996,100,13,0.447214,0.025000,0.216528,0.130000,2.422435
MOEAD_std,tourist,300,11,53,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.455857
MOEAD_std,tourist,300,12,54,0.050469,100,41,0.447214,0.048537,0.202846,0.410000,2.429760
MOEAD_std,tourist,300,13,55,0.050233,99,8,0.447214,0.071250,0.221279,0.080808,2.419086
MOEAD_std,tourist,300,14,56,0.000000,96,0,0.000000,0.000000,0.000000,0.000000,2.440801
MOEAD_std,tourist,300,15,57,0.048249,96,1,0.447214,0.002500,0.216859,0.010417,2.454049
MOEAD_std,tourist,300,16,58,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.449233
MOEAD_std,tourist,300,17,59,0.047149,99,98,0.447214,0.039643,0.210626,0.989899,2.466541
MOEAD_std,tourist,300,18,60,0.053474,100,34,0.447214,0.022500,0.226276,0.340000,2.434051
MOEAD_std,tourist,300,19,61,0.054861,100,36,0.447214,0.041111,0.261590,0.360000,2.437208
MOEAD_std,tourist,300,20,62,0.051246,100,85,0.447214,0.036147,0.214293,0.850000,2.448984
MOEAD_std,tourist,300,21,63,0.054861,98,42,0.447214,0.040952,0.261157,0.428571,2.437769
MOEAD_std,tourist,300,22,64,0.054132,100,100,0.447214,0.009625,0.229546,1.000000,2.449334
MOEAD_std,tourist,300,23,65,0.050045,100,91,0.447214,0.017747,0.206473,0.910000,2.427649
MOEAD_std,tourist,300,24,66,0.054861,100,38,0.447214,0.040263,0.259273,0.380000,2.464416
MOEAD_std,tourist,300,25,67,0.047587,100,100,0.447214,0.016450,0.205076,1.000000,2.456153
MOEAD_std,tourist,300,26,68,0.000000,100,0,0.000000,0.000000,0.000000,0.000000,2.436945
MOEAD_std,tourist,300,27,69,0.039460,100,100,0.447214,0.015600,0.167883,1.000000,2.422147
MOEAD_std,tourist,300,28,70,0.065089,100,66,0.447214,0.022348,0.288315,0.660000,2.408664
MOEAD_std,tourist,300,29,71,0.044301,100,87,0.447214,0.013103,0.195422,0.870000,2.414847
MOEAD_std,tourist,300,30,72,0.000000,99,0,0.000000,0.000000,0.000000,0.000000,2.551899
